关卡id,关卡id分段注释,宝可梦id（填-1是随机宝可梦）,等级,阵型所属格子,携带技能(不填为宝可梦该等级所拥有的技能）,BOSS缩放,固定血量值,血量个体值,物攻个体值,特攻个体值,物防个体值,特防个体值,速度个体值,血量努力值,物攻努力值,特攻努力值,物防努力值,特防努力值,速度努力值,亲密度等级,星级,增益效果1,增益效果1参数,增益效果2,增益效果2参数,死亡时增加的血量努力值,死亡时增加的物攻努力值,死亡时增加的特攻努力值,死亡时增加的物防努力值,死亡时增加的特防努力值,死亡时增加的速度努力值,亲密度增加经验
2743,,1049,99,3,,,,1973,1973,1973,1973,1973,1973,0,0,0,0,0,0,24,20,,,,,,,,,,,
2743,,1059,99,4,,,,1973,1973,1973,1973,1973,1973,0,0,0,0,0,0,24,20,,,,,,,,,,,
2743,,301212,99,6,,,,1973,1973,1973,1973,1973,1973,0,0,0,0,0,0,24,20,,,,,,,,,,,
2743,,1087,99,8,,,,1973,1973,1973,1973,1973,1973,0,0,0,0,0,0,24,20,,,,,,,,,,,
2743,,301130,99,1,,,,1973,1973,1973,1973,1973,1973,0,0,0,0,0,0,24,20,,,,,,,,,,,
2744,,301308,99,2,,,,1974,1974,1974,1974,1974,1974,0,0,0,0,0,0,24,20,,,,,,,,,,,
2744,,1036,99,3,,,,1974,1974,1974,1974,1974,1974,0,0,0,0,0,0,24,20,,,,,,,,,,,
2744,,1251,99,4,,,,1974,1974,1974,1974,1974,1974,0,0,0,0,0,0,24,20,,,,,,,,,,,
2744,,301250,99,6,,,,1974,1974,1974,1974,1974,1974,0,0,0,0,0,0,24,20,,,,,,,,,,,
2744,,1028,99,8,,,,1974,1974,1974,1974,1974,1974,0,0,0,0,0,0,24,20,,,,,,,,,,,
2744,,1383,99,1,,,,1974,1974,1974,1974,1974,1974,0,0,0,0,0,0,24,20,,,,,,,,,,,
2745,,301310,99,2,,,,1975,1975,1975,1975,1975,1975,0,0,0,0,0,0,24,20,,,,,,,,,,,
2745,,1169,99,3,,,,1975,1975,1975,1975,1975,1975,0,0,0,0,0,0,24,20,,,,,,,,,,,
2745,,1282,99,4,,,,1975,1975,1975,1975,1975,1975,0,0,0,0,0,0,24,20,,,,,,,,,,,
2745,,301382,99,5,,,,1975,1975,1975,1975,1975,1975,0,0,0,0,0,0,24,20,,,,,,,,,,,
2745,,1015,99,7,,,,1975,1975,1975,1975,1975,1975,0,0,0,0,0,0,24,20,,,,,,,,,,,
2745,,301354,99,1,,1.6,441450,1975,8903,8903,1975,1975,3160,1975,1975,1975,1975,1975,1975,24,20,,,,,,,,,,,
2746,,301373,99,1,,,,1976,1976,1976,1976,1976,1976,0,0,0,0,0,0,24,20,,,,,,,,,,,
2746,,1428,99,5,,,,1976,1976,1976,1976,1976,1976,0,0,0,0,0,0,24,20,,,,,,,,,,,
2746,,1208,99,6,,,,1976,1976,1976,1976,1976,1976,0,0,0,0,0,0,24,20,,,,,,,,,,,
2746,,301428,99,7,,,,1976,1976,1976,1976,1976,1976,0,0,0,0,0,0,24,20,,,,,,,,,,,
2746,,1655,99,8,,,,1976,1976,1976,1976,1976,1976,0,0,0,0,0,0,24,20,,,,,,,,,,,
2746,,301303,99,9,,,,1976,1976,1976,1976,1976,1976,0,0,0,0,0,0,24,20,,,,,,,,,,,
2747,,301003,99,2,,,,1977,1977,1977,1977,1977,1977,0,0,0,0,0,0,24,20,,,,,,,,,,,
2747,,1502,99,3,,,,1977,1977,1977,1977,1977,1977,0,0,0,0,0,0,24,20,,,,,,,,,,,
2747,,1242,99,4,,,,1977,1977,1977,1977,1977,1977,0,0,0,0,0,0,24,20,,,,,,,,,,,
2747,,1383,99,5,,,,1977,1977,1977,1977,1977,1977,0,0,0,0,0,0,24,20,,,,,,,,,,,
2747,,1031,99,7,,,,1977,1977,1977,1977,1977,1977,0,0,0,0,0,0,24,20,,,,,,,,,,,
2747,,301445,99,1,,,,1977,1977,1977,1977,1977,1977,0,0,0,0,0,0,24,20,,,,,,,,,,,
2748,,301319,99,1,,,,1978,1978,1978,1978,1978,1978,0,0,0,0,0,0,24,20,,,,,,,,,,,
2748,,1228,99,2,,,,1978,1978,1978,1978,1978,1978,0,0,0,0,0,0,24,20,,,,,,,,,,,
2748,,1303,99,4,,,,1978,1978,1978,1978,1978,1978,0,0,0,0,0,0,24,20,,,,,,,,,,,
2748,,301319,99,5,,,,1978,1978,1978,1978,1978,1978,0,0,0,0,0,0,24,20,,,,,,,,,,,
2748,,1121,99,7,,,,1978,1978,1978,1978,1978,1978,0,0,0,0,0,0,24,20,,,,,,,,,,,
2748,,301383,99,9,,,,1978,1978,1978,1978,1978,1978,0,0,0,0,0,0,24,20,,,,,,,,,,,
2749,,1250,99,1,,,,1979,1979,1979,1979,1979,1979,0,0,0,0,0,0,24,20,,,,,,,,,,,
2749,,1071,99,5,,,,1979,1979,1979,1979,1979,1979,0,0,0,0,0,0,24,20,,,,,,,,,,,
2749,,1334,99,6,,,,1979,1979,1979,1979,1979,1979,0,0,0,0,0,0,24,20,,,,,,,,,,,
2749,,301646,99,7,,,,1979,1979,1979,1979,1979,1979,0,0,0,0,0,0,24,20,,,,,,,,,,,
2749,,1380,99,8,,,,1979,1979,1979,1979,1979,1979,0,0,0,0,0,0,24,20,,,,,,,,,,,
2749,,301373,99,9,,,,1979,1979,1979,1979,1979,1979,0,0,0,0,0,0,24,20,,,,,,,,,,,
2750,,1384,99,1,,,,1980,1980,1980,1980,1980,1980,0,0,0,0,0,0,24,20,,,,,,,,,,,
2750,,1247,99,2,,,,1980,1980,1980,1980,1980,1980,0,0,0,0,0,0,24,20,,,,,,,,,,,
2750,,301319,99,4,,,,1980,1980,1980,1980,1980,1980,0,0,0,0,0,0,24,20,,,,,,,,,,,
2750,,1646,99,5,,,,1980,1980,1980,1980,1980,1980,0,0,0,0,0,0,24,20,,,,,,,,,,,
2750,,1015,99,7,,,,1980,1980,1980,1980,1980,1980,0,0,0,0,0,0,24,20,,,,,,,,,,,
2750,,301646,99,9,,1.6,445500,1980,8925,8925,1980,1980,3168,1980,1980,1980,1980,1980,1980,24,20,,,,,,,,,,,
2751,,301382,99,2,,,,1981,1981,1981,1981,1981,1981,0,0,0,0,0,0,24,20,,,,,,,,,,,
2751,,1623,99,3,,,,1981,1981,1981,1981,1981,1981,0,0,0,0,0,0,24,20,,,,,,,,,,,
2751,,1282,99,4,,,,1981,1981,1981,1981,1981,1981,0,0,0,0,0,0,24,20,,,,,,,,,,,
2751,,301009,99,6,,,,1981,1981,1981,1981,1981,1981,0,0,0,0,0,0,24,20,,,,,,,,,,,
2751,,1373,99,8,,,,1981,1981,1981,1981,1981,1981,0,0,0,0,0,0,24,20,,,,,,,,,,,
2751,,301282,99,1,,,,1981,1981,1981,1981,1981,1981,0,0,0,0,0,0,24,20,,,,,,,,,,,
2752,,301282,99,2,,,,1982,1982,1982,1982,1982,1982,0,0,0,0,0,0,24,20,,,,,,,,,,,
2752,,1159,99,3,,,,1982,1982,1982,1982,1982,1982,0,0,0,0,0,0,24,20,,,,,,,,,,,
2752,,301003,99,4,,,,1982,1982,1982,1982,1982,1982,0,0,0,0,0,0,24,20,,,,,,,,,,,
2752,,301646,99,5,,,,1982,1982,1982,1982,1982,1982,0,0,0,0,0,0,24,20,,,,,,,,,,,
2752,,1274,99,7,,,,1982,1982,1982,1982,1982,1982,0,0,0,0,0,0,24,20,,,,,,,,,,,
2752,,1151,99,9,,,,1982,1982,1982,1982,1982,1982,0,0,0,0,0,0,24,20,,,,,,,,,,,
2753,,1382,99,3,,,,1983,1983,1983,1983,1983,1983,0,0,0,0,0,0,24,20,,,,,,,,,,,
2753,,1049,99,2,,,,1983,1983,1983,1983,1983,1983,0,0,0,0,0,0,24,20,,,,,,,,,,,
2753,,301531,99,4,,,,1983,1983,1983,1983,1983,1983,0,0,0,0,0,0,24,20,,,,,,,,,,,
2753,,301308,99,5,,,,1983,1983,1983,1983,1983,1983,0,0,0,0,0,0,24,20,,,,,,,,,,,
2753,,1106,99,7,,,,1983,1983,1983,1983,1983,1983,0,0,0,0,0,0,24,20,,,,,,,,,,,
2753,,301308,99,1,,,,1983,1983,1983,1983,1983,1983,0,0,0,0,0,0,24,20,,,,,,,,,,,
2754,,301359,99,2,,,,1984,1984,1984,1984,1984,1984,0,0,0,0,0,0,24,20,,,,,,,,,,,
2754,,1208,99,3,,,,1984,1984,1984,1984,1984,1984,0,0,0,0,0,0,24,20,,,,,,,,,,,
2754,,301354,99,4,,,,1984,1984,1984,1984,1984,1984,0,0,0,0,0,0,24,20,,,,,,,,,,,
2754,,301006,99,6,,,,1984,1984,1984,1984,1984,1984,0,0,0,0,0,0,24,20,,,,,,,,,,,
2754,,1119,99,8,,,,1984,1984,1984,1984,1984,1984,0,0,0,0,0,0,24,20,,,,,,,,,,,
2754,,301015,99,1,,,,1984,1984,1984,1984,1984,1984,0,0,0,0,0,0,24,20,,,,,,,,,,,
2755,,301250,99,2,,,,1985,1985,1985,1985,1985,1985,0,0,0,0,0,0,24,20,,,,,,,,,,,
2755,,1259,99,3,,,,1985,1985,1985,1985,1985,1985,0,0,0,0,0,0,24,20,,,,,,,,,,,
2755,,301003,99,4,,,,1985,1985,1985,1985,1985,1985,0,0,0,0,0,0,24,20,,,,,,,,,,,
2755,,301531,99,6,,,,1985,1985,1985,1985,1985,1985,0,0,0,0,0,0,24,20,,,,,,,,,,,
2755,,1635,99,8,,,,1985,1985,1985,1985,1985,1985,0,0,0,0,0,0,24,20,,,,,,,,,,,
2755,,301382,99,1,,1.6,445500,1985,8948,8948,1985,1985,3176,1985,1985,1985,1985,1985,1985,24,20,,,,,,,,,,,
2756,,301115,99,2,,,,1986,1986,1986,1986,1986,1986,0,0,0,0,0,0,24,20,,,,,,,,,,,
2756,,1026,99,3,,,,1986,1986,1986,1986,1986,1986,0,0,0,0,0,0,24,20,,,,,,,,,,,
2756,,1094,99,4,,,,1986,1986,1986,1986,1986,1986,0,0,0,0,0,0,24,20,,,,,,,,,,,
2756,,301310,99,5,,,,1986,1986,1986,1986,1986,1986,0,0,0,0,0,0,24,20,,,,,,,,,,,
2756,,1153,99,7,,,,1986,1986,1986,1986,1986,1986,0,0,0,0,0,0,24,20,,,,,,,,,,,
2756,,301718,99,1,,,,1986,1986,1986,1986,1986,1986,0,0,0,0,0,0,24,20,,,,,,,,,,,
2757,,301249,99,1,,,,1987,1987,1987,1987,1987,1987,0,0,0,0,0,0,24,20,,,,,,,,,,,
2757,,1292,99,5,,,,1987,1987,1987,1987,1987,1987,0,0,0,0,0,0,24,20,,,,,,,,,,,
2757,,1150,99,6,,,,1987,1987,1987,1987,1987,1987,0,0,0,0,0,0,24,20,,,,,,,,,,,
2757,,301181,99,7,,,,1987,1987,1987,1987,1987,1987,0,0,0,0,0,0,24,20,,,,,,,,,,,
2757,,1460,99,8,,,,1987,1987,1987,1987,1987,1987,0,0,0,0,0,0,24,20,,,,,,,,,,,
2757,,301306,99,9,,,,1987,1987,1987,1987,1987,1987,0,0,0,0,0,0,24,20,,,,,,,,,,,
2758,,1151,99,2,,,,1988,1988,1988,1988,1988,1988,0,0,0,0,0,0,24,20,,,,,,,,,,,
2758,,1245,99,3,,,,1988,1988,1988,1988,1988,1988,0,0,0,0,0,0,24,20,,,,,,,,,,,
2758,,1384,99,4,,,,1988,1988,1988,1988,1988,1988,0,0,0,0,0,0,24,20,,,,,,,,,,,
2758,,301142,99,5,,,,1988,1988,1988,1988,1988,1988,0,0,0,0,0,0,24,20,,,,,,,,,,,
2758,,1320,99,7,,,,1988,1988,1988,1988,1988,1988,0,0,0,0,0,0,24,20,,,,,,,,,,,
2758,,301359,99,1,,,,1988,1988,1988,1988,1988,1988,0,0,0,0,0,0,24,20,,,,,,,,,,,
2759,,301250,99,1,,,,1989,1989,1989,1989,1989,1989,0,0,0,0,0,0,24,20,,,,,,,,,,,
2759,,1641,99,2,,,,1989,1989,1989,1989,1989,1989,0,0,0,0,0,0,24,20,,,,,,,,,,,
2759,,301308,99,4,,,,1989,1989,1989,1989,1989,1989,0,0,0,0,0,0,24,20,,,,,,,,,,,
2759,,301445,99,5,,,,1989,1989,1989,1989,1989,1989,0,0,0,0,0,0,24,20,,,,,,,,,,,
2759,,1621,99,7,,,,1989,1989,1989,1989,1989,1989,0,0,0,0,0,0,24,20,,,,,,,,,,,
2759,,301319,99,9,,,,1989,1989,1989,1989,1989,1989,0,0,0,0,0,0,24,20,,,,,,,,,,,
2760,,1251,99,1,,,,1990,1990,1990,1990,1990,1990,0,0,0,0,0,0,24,20,,,,,,,,,,,
2760,,1260,99,5,,,,1990,1990,1990,1990,1990,1990,0,0,0,0,0,0,24,20,,,,,,,,,,,
2760,,301208,99,6,,,,1990,1990,1990,1990,1990,1990,0,0,0,0,0,0,24,20,,,,,,,,,,,
2760,,301094,99,7,,,,1990,1990,1990,1990,1990,1990,0,0,0,0,0,0,24,20,,,,,,,,,,,
2760,,1281,99,8,,,,1990,1990,1990,1990,1990,1990,0,0,0,0,0,0,24,20,,,,,,,,,,,
2760,,301257,99,9,,1.6,445500,1990,8970,8970,1990,1990,3184,1990,1990,1990,1990,1990,1990,24,20,,,,,,,,,,,
2761,,301319,99,1,,,,1991,1991,1991,1991,1991,1991,0,0,0,0,0,0,24,20,,,,,,,,,,,
2761,,1082,99,2,,,,1991,1991,1991,1991,1991,1991,0,0,0,0,0,0,24,20,,,,,,,,,,,
2761,,301015,99,4,,,,1991,1991,1991,1991,1991,1991,0,0,0,0,0,0,24,20,,,,,,,,,,,
2761,,301302,99,5,,,,1991,1991,1991,1991,1991,1991,0,0,0,0,0,0,24,20,,,,,,,,,,,
2761,,1395,99,7,,,,1991,1991,1991,1991,1991,1991,0,0,0,0,0,0,24,20,,,,,,,,,,,
2761,,301531,99,9,,,,1991,1991,1991,1991,1991,1991,0,0,0,0,0,0,24,20,,,,,,,,,,,
2762,,1384,99,2,,,,1992,1992,1992,1992,1992,1992,0,0,0,0,0,0,24,20,,,,,,,,,,,
2762,,1144,99,3,,,,1992,1992,1992,1992,1992,1992,0,0,0,0,0,0,24,20,,,,,,,,,,,
2762,,1461,99,4,,,,1992,1992,1992,1992,1992,1992,0,0,0,0,0,0,24,20,,,,,,,,,,,
2762,,301115,99,6,,,,1992,1992,1992,1992,1992,1992,0,0,0,0,0,0,24,20,,,,,,,,,,,
2762,,1036,99,8,,,,1992,1992,1992,1992,1992,1992,0,0,0,0,0,0,24,20,,,,,,,,,,,
2762,,301151,99,1,,,,1992,1992,1992,1992,1992,1992,0,0,0,0,0,0,24,20,,,,,,,,,,,
2763,,301229,99,2,,,,1993,1993,1993,1993,1993,1993,0,0,0,0,0,0,24,20,,,,,,,,,,,
2763,,1107,99,3,,,,1993,1993,1993,1993,1993,1993,0,0,0,0,0,0,24,20,,,,,,,,,,,
2763,,1563,99,4,,,,1993,1993,1993,1993,1993,1993,0,0,0,0,0,0,24,20,,,,,,,,,,,
2763,,301018,99,5,,,,1993,1993,1993,1993,1993,1993,0,0,0,0,0,0,24,20,,,,,,,,,,,
2763,,1199,99,7,,,,1993,1993,1993,1993,1993,1993,0,0,0,0,0,0,24,20,,,,,,,,,,,
2763,,311006,99,9,,,,1993,1993,1993,1993,1993,1993,0,0,0,0,0,0,24,20,,,,,,,,,,,
2764,,301257,99,3,,,,1994,1994,1994,1994,1994,1994,0,0,0,0,0,0,24,20,,,,,,,,,,,
2764,,1062,99,2,,,,1994,1994,1994,1994,1994,1994,0,0,0,0,0,0,24,20,,,,,,,,,,,
2764,,1038,99,4,,,,1994,1994,1994,1994,1994,1994,0,0,0,0,0,0,24,20,,,,,,,,,,,
2764,,301003,99,5,,,,1994,1994,1994,1994,1994,1994,0,0,0,0,0,0,24,20,,,,,,,,,,,
2764,,1057,99,7,,,,1994,1994,1994,1994,1994,1994,0,0,0,0,0,0,24,20,,,,,,,,,,,
2764,,301009,99,1,,,,1994,1994,1994,1994,1994,1994,0,0,0,0,0,0,24,20,,,,,,,,,,,
2765,,301376,99,2,,,,1995,1995,1995,1995,1995,1995,0,0,0,0,0,0,24,20,,,,,,,,,,,
2765,,1242,99,3,,,,1995,1995,1995,1995,1995,1995,0,0,0,0,0,0,24,20,,,,,,,,,,,
2765,,301151,99,4,,,,1995,1995,1995,1995,1995,1995,0,0,0,0,0,0,24,20,,,,,,,,,,,
2765,,301094,99,6,,,,1995,1995,1995,1995,1995,1995,0,0,0,0,0,0,24,20,,,,,,,,,,,
2765,,1146,99,8,,,,1995,1995,1995,1995,1995,1995,0,0,0,0,0,0,24,20,,,,,,,,,,,
2765,,301334,99,1,,1.6,445500,1995,8993,8993,1995,1995,3192,1995,1995,1995,1995,1995,1995,24,20,,,,,,,,,,,
2766,,301151,99,2,,,,1996,1996,1996,1996,1996,1996,0,0,0,0,0,0,24,20,,,,,,,,,,,
2766,,1148,99,3,,,,1996,1996,1996,1996,1996,1996,0,0,0,0,0,0,24,20,,,,,,,,,,,
2766,,1006,99,4,,,,1996,1996,1996,1996,1996,1996,0,0,0,0,0,0,24,20,,,,,,,,,,,
2766,,301199,99,6,,,,1996,1996,1996,1996,1996,1996,0,0,0,0,0,0,24,20,,,,,,,,,,,
2766,,1282,99,8,,,,1996,1996,1996,1996,1996,1996,0,0,0,0,0,0,24,20,,,,,,,,,,,
2766,,301229,99,1,,,,1996,1996,1996,1996,1996,1996,0,0,0,0,0,0,24,20,,,,,,,,,,,
2767,,1382,99,2,,,,1997,1997,1997,1997,1997,1997,0,0,0,0,0,0,24,20,,,,,,,,,,,
2767,,1051,99,3,,,,1997,1997,1997,1997,1997,1997,0,0,0,0,0,0,24,20,,,,,,,,,,,
2767,,1641,99,4,,,,1997,1997,1997,1997,1997,1997,0,0,0,0,0,0,24,20,,,,,,,,,,,
2767,,301065,99,5,,,,1997,1997,1997,1997,1997,1997,0,0,0,0,0,0,24,20,,,,,,,,,,,
2767,,1531,99,7,,,,1997,1997,1997,1997,1997,1997,0,0,0,0,0,0,24,20,,,,,,,,,,,
2767,,301460,99,1,,,,1997,1997,1997,1997,1997,1997,0,0,0,0,0,0,24,20,,,,,,,,,,,
2768,,1382,99,1,,,,1998,1998,1998,1998,1998,1998,0,0,0,0,0,0,24,20,,,,,,,,,,,
2768,,1145,99,5,,,,1998,1998,1998,1998,1998,1998,0,0,0,0,0,0,24,20,,,,,,,,,,,
2768,,1308,99,6,,,,1998,1998,1998,1998,1998,1998,0,0,0,0,0,0,24,20,,,,,,,,,,,
2768,,301150,99,7,,,,1998,1998,1998,1998,1998,1998,0,0,0,0,0,0,24,20,,,,,,,,,,,
2768,,1073,99,8,,,,1998,1998,1998,1998,1998,1998,0,0,0,0,0,0,24,20,,,,,,,,,,,
2768,,301531,99,9,,,,1998,1998,1998,1998,1998,1998,0,0,0,0,0,0,24,20,,,,,,,,,,,
2769,,1487,99,2,,,,1999,1999,1999,1999,1999,1999,0,0,0,0,0,0,24,20,,,,,,,,,,,
2769,,1160,99,3,,,,1999,1999,1999,1999,1999,1999,0,0,0,0,0,0,24,20,,,,,,,,,,,
2769,,1229,99,4,,,,1999,1999,1999,1999,1999,1999,0,0,0,0,0,0,24,20,,,,,,,,,,,
2769,,301214,99,5,,,,1999,1999,1999,1999,1999,1999,0,0,0,0,0,0,24,20,,,,,,,,,,,
2769,,1126,99,7,,,,1999,1999,1999,1999,1999,1999,0,0,0,0,0,0,24,20,,,,,,,,,,,
2769,,301282,99,1,,,,1999,1999,1999,1999,1999,1999,0,0,0,0,0,0,24,20,,,,,,,,,,,
2770,,301359,99,1,,,,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,24,20,,,,,,,,,,,
2770,,1308,99,2,,,,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,24,20,,,,,,,,,,,
2770,,1245,99,4,,,,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,24,20,,,,,,,,,,,
2770,,1150,99,5,,,,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,24,20,,,,,,,,,,,
2770,,1012,99,7,,,,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,24,20,,,,,,,,,,,
2770,,301334,99,9,,1.6,445500,2000,9015,9015,2000,2000,3200,2000,2000,2000,2000,2000,2000,24,20,,,,,,,,,,,
2771,,1647,99,1,,,,2001,2001,2001,2001,2001,2001,0,0,0,0,0,0,24,20,,,,,,,,,,,
2771,,1499,99,5,,,,2001,2001,2001,2001,2001,2001,0,0,0,0,0,0,24,20,,,,,,,,,,,
2771,,1475,99,6,,,,2001,2001,2001,2001,2001,2001,0,0,0,0,0,0,24,20,,,,,,,,,,,
2771,,301251,99,7,,,,2001,2001,2001,2001,2001,2001,0,0,0,0,0,0,24,20,,,,,,,,,,,
2771,,1376,99,8,,,,2001,2001,2001,2001,2001,2001,0,0,0,0,0,0,24,20,,,,,,,,,,,
2771,,301385,99,9,,,,2001,2001,2001,2001,2001,2001,0,0,0,0,0,0,24,20,,,,,,,,,,,
2772,,301214,99,1,,,,2002,2002,2002,2002,2002,2002,0,0,0,0,0,0,24,20,,,,,,,,,,,
2772,,1106,99,2,,,,2002,2002,2002,2002,2002,2002,0,0,0,0,0,0,24,20,,,,,,,,,,,
2772,,1208,99,4,,,,2002,2002,2002,2002,2002,2002,0,0,0,0,0,0,24,20,,,,,,,,,,,
2772,,301475,99,5,,,,2002,2002,2002,2002,2002,2002,0,0,0,0,0,0,24,20,,,,,,,,,,,
2772,,1119,99,7,,,,2002,2002,2002,2002,2002,2002,0,0,0,0,0,0,24,20,,,,,,,,,,,
2772,,1383,99,9,,,,2002,2002,2002,2002,2002,2002,0,0,0,0,0,0,24,20,,,,,,,,,,,
2773,,1383,99,2,,,,2003,2003,2003,2003,2003,2003,0,0,0,0,0,0,24,20,,,,,,,,,,,
2773,,1645,99,3,,,,2003,2003,2003,2003,2003,2003,0,0,0,0,0,0,24,20,,,,,,,,,,,
2773,,1018,99,4,,,,2003,2003,2003,2003,2003,2003,0,0,0,0,0,0,24,20,,,,,,,,,,,
2773,,301306,99,6,,,,2003,2003,2003,2003,2003,2003,0,0,0,0,0,0,24,20,,,,,,,,,,,
2773,,1022,99,8,,,,2003,2003,2003,2003,2003,2003,0,0,0,0,0,0,24,20,,,,,,,,,,,
2773,,301376,99,1,,,,2003,2003,2003,2003,2003,2003,0,0,0,0,0,0,24,20,,,,,,,,,,,
2774,,301065,99,2,,,,2004,2004,2004,2004,2004,2004,0,0,0,0,0,0,24,20,,,,,,,,,,,
2774,,1621,99,3,,,,2004,2004,2004,2004,2004,2004,0,0,0,0,0,0,24,20,,,,,,,,,,,
2774,,1468,99,4,,,,2004,2004,2004,2004,2004,2004,0,0,0,0,0,0,24,20,,,,,,,,,,,
2774,,1249,99,5,,,,2004,2004,2004,2004,2004,2004,0,0,0,0,0,0,24,20,,,,,,,,,,,
2774,,1549,99,7,,,,2004,2004,2004,2004,2004,2004,0,0,0,0,0,0,24,20,,,,,,,,,,,
2774,,301382,99,9,,,,2004,2004,2004,2004,2004,2004,0,0,0,0,0,0,24,20,,,,,,,,,,,
2775,,301359,99,3,,,,2005,2005,2005,2005,2005,2005,0,0,0,0,0,0,24,20,,,,,,,,,,,
2775,,1005,99,2,,,,2005,2005,2005,2005,2005,2005,0,0,0,0,0,0,24,20,,,,,,,,,,,
2775,,1376,99,4,,,,2005,2005,2005,2005,2005,2005,0,0,0,0,0,0,24,20,,,,,,,,,,,
2775,,301718,99,5,,,,2005,2005,2005,2005,2005,2005,0,0,0,0,0,0,24,20,,,,,,,,,,,
2775,,1114,99,7,,,,2005,2005,2005,2005,2005,2005,0,0,0,0,0,0,24,20,,,,,,,,,,,
2775,,301385,99,1,,1.6,449550,2005,9038,9038,2005,2005,3208,2005,2005,2005,2005,2005,2005,24,20,,,,,,,,,,,
2776,,301130,99,2,,,,2006,2006,2006,2006,2006,2006,0,0,0,0,0,0,24,20,,,,,,,,,,,
2776,,1093,99,3,,,,2006,2006,2006,2006,2006,2006,0,0,0,0,0,0,24,20,,,,,,,,,,,
2776,,1127,99,4,,,,2006,2006,2006,2006,2006,2006,0,0,0,0,0,0,24,20,,,,,,,,,,,
2776,,501718,99,6,,,,2006,2006,2006,2006,2006,2006,0,0,0,0,0,0,24,20,,,,,,,,,,,
2776,,1448,99,8,,,,2006,2006,2006,2006,2006,2006,0,0,0,0,0,0,24,20,,,,,,,,,,,
2776,,301448,99,1,,,,2006,2006,2006,2006,2006,2006,0,0,0,0,0,0,24,20,,,,,,,,,,,
2777,,301229,99,2,,,,2007,2007,2007,2007,2007,2007,0,0,0,0,0,0,24,20,,,,,,,,,,,
2777,,1391,99,3,,,,2007,2007,2007,2007,2007,2007,0,0,0,0,0,0,24,20,,,,,,,,,,,
2777,,301251,99,4,,,,2007,2007,2007,2007,2007,2007,0,0,0,0,0,0,24,20,,,,,,,,,,,
2777,,301009,99,6,,,,2007,2007,2007,2007,2007,2007,0,0,0,0,0,0,24,20,,,,,,,,,,,
2777,,1291,99,8,,,,2007,2007,2007,2007,2007,2007,0,0,0,0,0,0,24,20,,,,,,,,,,,
2777,,301257,99,1,,,,2007,2007,2007,2007,2007,2007,0,0,0,0,0,0,24,20,,,,,,,,,,,
2778,,301428,99,2,,,,2008,2008,2008,2008,2008,2008,0,0,0,0,0,0,24,20,,,,,,,,,,,
2778,,1467,99,3,,,,2008,2008,2008,2008,2008,2008,0,0,0,0,0,0,24,20,,,,,,,,,,,
2778,,301306,99,4,,,,2008,2008,2008,2008,2008,2008,0,0,0,0,0,0,24,20,,,,,,,,,,,
2778,,301015,99,5,,,,2008,2008,2008,2008,2008,2008,0,0,0,0,0,0,24,20,,,,,,,,,,,
2778,,1136,99,7,,,,2008,2008,2008,2008,2008,2008,0,0,0,0,0,0,24,20,,,,,,,,,,,
2778,,301065,99,1,,,,2008,2008,2008,2008,2008,2008,0,0,0,0,0,0,24,20,,,,,,,,,,,
2779,,301257,99,1,,,,2009,2009,2009,2009,2009,2009,0,0,0,0,0,0,24,20,,,,,,,,,,,
2779,,1483,99,5,,,,2009,2009,2009,2009,2009,2009,0,0,0,0,0,0,24,20,,,,,,,,,,,
2779,,301115,99,6,,,,2009,2009,2009,2009,2009,2009,0,0,0,0,0,0,24,20,,,,,,,,,,,
2779,,301249,99,7,,,,2009,2009,2009,2009,2009,2009,0,0,0,0,0,0,24,20,,,,,,,,,,,
2779,,1481,99,8,,,,2009,2009,2009,2009,2009,2009,0,0,0,0,0,0,24,20,,,,,,,,,,,
2779,,301385,99,9,,,,2009,2009,2009,2009,2009,2009,0,0,0,0,0,0,24,20,,,,,,,,,,,
2780,,301323,99,2,,,,2010,2010,2010,2010,2010,2010,0,0,0,0,0,0,24,20,,,,,,,,,,,
2780,,1197,99,3,,,,2010,2010,2010,2010,2010,2010,0,0,0,0,0,0,24,20,,,,,,,,,,,
2780,,1487,99,4,,,,2010,2010,2010,2010,2010,2010,0,0,0,0,0,0,24,20,,,,,,,,,,,
2780,,301383,99,5,,,,2010,2010,2010,2010,2010,2010,0,0,0,0,0,0,24,20,,,,,,,,,,,
2780,,1641,99,7,,,,2010,2010,2010,2010,2010,2010,0,0,0,0,0,0,24,20,,,,,,,,,,,
2780,,1249,99,1,,1.6,449550,2010,9060,9060,2010,2010,3216,2010,2010,2010,2010,2010,2010,24,20,,,,,,,,,,,
2781,,301376,99,1,,,,2011,2011,2011,2011,2011,2011,0,0,0,0,0,0,24,20,,,,,,,,,,,
2781,,1080,99,2,,,,2011,2011,2011,2011,2011,2011,0,0,0,0,0,0,24,20,,,,,,,,,,,
2781,,301151,99,4,,,,2011,2011,2011,2011,2011,2011,0,0,0,0,0,0,24,20,,,,,,,,,,,
