预览位置（1.钻石扭蛋，2.扭蛋十抽，3.工会商店，4.竞技商店，5宝可梦商店，6.秒杀专场商店）,"所在商店类型(1.学习机 2.公会商店 3.竞技场商店 4.宠物商店 5.特惠商店，6大赛商店，7道馆商店，8专场秒杀,9携带品）",购买次数限制(不填没限制）,"购买条件限制类型(不填没有,1:道馆声望)",购买条件限制数值,重置周期（天）不填为系统不自动刷新,起始时间,结束时间,商品id（道具id;数量）,购买价格（道具id；数量）,走马灯标记,周期标记(1为7天，2为30天，3为五折，4为七折，5为1折 不填为无),是否显示（0/null=显示，1=不显示）
number,number,number,number,number,number,string,string,string,string,number,number,number
id,type,countLimit,buyLimitType,buyLimitNumber,refreshCycle,startTime,dedTime,goods,price,notify,cycleNotify,display
1114,1,1,,,,,,801249;1,2;45000,,,
1115,1,1,,,,,,801250;1,2;90000,,,
1116,1,1,,,,,,801296;1,2;6000,,,
1117,1,1,,,,,,801297;1,2;15000,,,
1118,1,1,,,,,,801298;1,2;24000,,,
1119,1,1,,,,,,801299;1,2;45000,,,
1120,1,1,,,,,,801300;1,2;90000,,,
1121,1,1,,,,,,801326;1,2;6000,,,
1122,1,1,,,,,,801327;1,2;15000,,,
1123,1,1,,,,,,801328;1,2;24000,,,
1124,1,1,,,,,,801329;1,2;45000,,,
1125,1,1,,,,,,801330;1,2;90000,,,
1126,1,1,,,,,,801356;1,2;6000,,,
1127,1,1,,,,,,801357;1,2;15000,,,
1128,1,1,,,,,,801358;1,2;24000,,,
1129,1,1,,,,,,801359;1,2;45000,,,
1130,1,1,,,,,,801360;1,2;90000,,,
1131,1,1,,,,,,801396;1,2;6000,,,
1132,1,1,,,,,,801397;1,2;15000,,,
1133,1,1,,,,,,801398;1,2;24000,,,
1134,1,1,,,,,,801399;1,2;45000,,,
1135,1,1,,,,,,801400;1,2;90000,,,
1136,1,1,,,,,,801426;1,2;6000,,,
1137,1,1,,,,,,801427;1,2;15000,,,
1138,1,1,,,,,,801428;1,2;24000,,,
1139,1,1,,,,,,801429;1,2;45000,,,
1140,1,1,,,,,,801430;1,2;90000,,,
1141,1,1,,,,,,801456;1,2;6000,,,
1142,1,1,,,,,,801457;1,2;15000,,,
1143,1,1,,,,,,801458;1,2;24000,,,
1144,1,1,,,,,,801459;1,2;45000,,,
1145,1,1,,,,,,801460;1,2;90000,,,
1146,1,1,,,,,,801496;1,2;6000,,,
1147,1,1,,,,,,801497;1,2;15000,,,
1148,1,1,,,,,,801498;1,2;24000,,,
1149,1,1,,,,,,801499;1,2;45000,,,
1150,1,1,,,,,,801500;1,2;90000,,,
1151,1,1,,,,,,802046;1,2;6000,,,
1152,1,1,,,,,,802047;1,2;15000,,,
1153,1,1,,,,,,802048;1,2;24000,,,
1154,1,1,,,,,,802049;1,2;45000,,,
1155,1,1,,,,,,802050;1,2;90000,,,
1156,1,1,,,,,,802096;1,2;6000,,,
1157,1,1,,,,,,802097;1,2;15000,,,
1158,1,1,,,,,,802098;1,2;24000,,,
1159,1,1,,,,,,802099;1,2;45000,,,
1160,1,1,,,,,,802100;1,2;90000,,,
1161,1,1,,,,,,802146;1,2;6000,,,
1162,1,1,,,,,,802147;1,2;15000,,,
1163,1,1,,,,,,802148;1,2;24000,,,
1164,1,1,,,,,,802149;1,2;45000,,,
1165,1,1,,,,,,802150;1,2;90000,,,
1166,1,1,,,,,,802196;1,2;6000,,,
1167,1,1,,,,,,802197;1,2;15000,,,
1168,1,1,,,,,,802198;1,2;24000,,,
1169,1,1,,,,,,802199;1,2;45000,,,
1170,1,1,,,,,,802200;1,2;90000,,,
1171,1,1,,,,,,802246;1,2;6000,,,
1172,1,1,,,,,,802247;1,2;15000,,,
1173,1,1,,,,,,802248;1,2;24000,,,
1174,1,1,,,,,,802249;1,2;45000,,,
1175,1,1,,,,,,802250;1,2;90000,,,
1176,1,1,,,,,,802296;1,2;6000,,,
1177,1,1,,,,,,802297;1,2;15000,,,
1178,1,1,,,,,,802298;1,2;24000,,,
1179,1,1,,,,,,802299;1,2;45000,,,
1180,1,1,,,,,,802300;1,2;90000,,,
1181,1,1,,,,,,802326;1,2;6000,,,
1182,1,1,,,,,,802327;1,2;15000,,,
1183,1,1,,,,,,802328;1,2;24000,,,
1184,1,1,,,,,,802329;1,2;45000,,,
1185,1,1,,,,,,802330;1,2;90000,,,
1186,1,1,,,,,,802356;1,2;6000,,,
1187,1,1,,,,,,802357;1,2;15000,,,
1188,1,1,,,,,,802358;1,2;24000,,,
1189,1,1,,,,,,802359;1,2;45000,,,
1190,1,1,,,,,,802360;1,2;90000,,,
1191,1,1,,,,,,802396;1,2;6000,,,
1192,1,1,,,,,,802397;1,2;15000,,,
1193,1,1,,,,,,802398;1,2;24000,,,
1194,1,1,,,,,,802399;1,2;45000,,,
1195,1,1,,,,,,802400;1,2;90000,,,
1196,1,1,,,,,,802426;1,2;6000,,,
1197,1,1,,,,,,802427;1,2;15000,,,
1198,1,1,,,,,,802428;1,2;24000,,,
1199,1,1,,,,,,802429;1,2;45000,,,
1200,1,1,,,,,,802430;1,2;90000,,,
1201,1,1,,,,,,802456;1,2;6000,,,
1202,1,1,,,,,,802457;1,2;15000,,,
1203,1,1,,,,,,802458;1,2;24000,,,
1204,1,1,,,,,,802459;1,2;45000,,,
1205,1,1,,,,,,802460;1,2;90000,,,
1206,1,1,,,,,,802496;1,2;6000,,,
1207,1,1,,,,,,802497;1,2;15000,,,
1208,1,1,,,,,,802498;1,2;24000,,,
1209,1,1,,,,,,802499;1,2;45000,,,
1210,1,1,,,,,,802500;1,2;90000,,,
1211,1,1,,,,,,803046;1,2;6000,,,
1212,1,1,,,,,,803047;1,2;15000,,,
1213,1,1,,,,,,803048;1,2;24000,,,
1214,1,1,,,,,,803049;1,2;45000,,,
1215,1,1,,,,,,803050;1,2;90000,,,
1216,1,1,,,,,,803096;1,2;6000,,,
1217,1,1,,,,,,803097;1,2;15000,,,
1218,1,1,,,,,,803098;1,2;24000,,,
1219,1,1,,,,,,803099;1,2;45000,,,
1220,1,1,,,,,,803100;1,2;90000,,,
1221,1,1,,,,,,803146;1,2;6000,,,
1222,1,1,,,,,,803147;1,2;15000,,,
1223,1,1,,,,,,803148;1,2;24000,,,
1224,1,1,,,,,,803149;1,2;45000,,,
1225,1,1,,,,,,803150;1,2;90000,,,
1226,1,1,,,,,,803196;1,2;6000,,,
1227,1,1,,,,,,803197;1,2;15000,,,
1228,1,1,,,,,,803198;1,2;24000,,,
1229,1,1,,,,,,803199;1,2;45000,,,
1230,1,1,,,,,,803200;1,2;90000,,,
1231,1,1,,,,,,803246;1,2;6000,,,
1232,1,1,,,,,,803247;1,2;15000,,,
1233,1,1,,,,,,803248;1,2;24000,,,
1234,1,1,,,,,,803249;1,2;45000,,,
1235,1,1,,,,,,803250;1,2;90000,,,
1236,1,1,,,,,,803296;1,2;6000,,,
1237,1,1,,,,,,803297;1,2;15000,,,
1238,1,1,,,,,,803298;1,2;24000,,,
1239,1,1,,,,,,803299;1,2;45000,,,
1240,1,1,,,,,,803300;1,2;90000,,,
1241,1,1,,,,,,803326;1,2;6000,,,
1242,1,1,,,,,,803327;1,2;15000,,,
1243,1,1,,,,,,803328;1,2;24000,,,
1244,1,1,,,,,,803329;1,2;45000,,,
1245,1,1,,,,,,803330;1,2;90000,,,
1246,1,1,,,,,,803356;1,2;6000,,,
1247,1,1,,,,,,803357;1,2;15000,,,
1248,1,1,,,,,,803358;1,2;24000,,,
1249,1,1,,,,,,803359;1,2;45000,,,
1250,1,1,,,,,,803360;1,2;90000,,,
1251,1,1,,,,,,803396;1,2;6000,,,
1252,1,1,,,,,,803397;1,2;15000,,,
1253,1,1,,,,,,803398;1,2;24000,,,
1254,1,1,,,,,,803399;1,2;45000,,,
1255,1,1,,,,,,803400;1,2;90000,,,
1256,1,1,,,,,,803426;1,2;6000,,,
1257,1,1,,,,,,803427;1,2;15000,,,
1258,1,1,,,,,,803428;1,2;24000,,,
1259,1,1,,,,,,803429;1,2;45000,,,
1260,1,1,,,,,,803430;1,2;90000,,,
1261,1,1,,,,,,803456;1,2;6000,,,
1262,1,1,,,,,,803457;1,2;15000,,,
1263,1,1,,,,,,803458;1,2;24000,,,
1264,1,1,,,,,,803459;1,2;45000,,,
1265,1,1,,,,,,803460;1,2;90000,,,
1266,1,1,,,,,,803496;1,2;6000,,,
1267,1,1,,,,,,803497;1,2;15000,,,
1268,1,1,,,,,,803498;1,2;24000,,,
1269,1,1,,,,,,803499;1,2;45000,,,
1270,1,1,,,,,,803500;1,2;90000,,,
1271,1,1,,,,,,804046;1,2;6000,,,
1272,1,1,,,,,,804047;1,2;15000,,,
1273,1,1,,,,,,804048;1,2;24000,,,
1274,1,1,,,,,,804049;1,2;45000,,,
1275,1,1,,,,,,804050;1,2;90000,,,
1276,1,1,,,,,,804096;1,2;6000,,,
1277,1,1,,,,,,804097;1,2;15000,,,
1278,1,1,,,,,,804098;1,2;24000,,,
1279,1,1,,,,,,804099;1,2;45000,,,
1280,1,1,,,,,,804100;1,2;90000,,,
1281,1,1,,,,,,804146;1,2;6000,,,
1282,1,1,,,,,,804147;1,2;15000,,,
1283,1,1,,,,,,804148;1,2;24000,,,
1284,1,1,,,,,,804149;1,2;45000,,,
1285,1,1,,,,,,804150;1,2;90000,,,
1286,1,1,,,,,,804196;1,2;6000,,,
1287,1,1,,,,,,804197;1,2;15000,,,
1288,1,1,,,,,,804198;1,2;24000,,,
1289,1,1,,,,,,804199;1,2;45000,,,
1290,1,1,,,,,,804200;1,2;90000,,,
1291,1,1,,,,,,804246;1,2;6000,,,
1292,1,1,,,,,,804247;1,2;15000,,,
1293,1,1,,,,,,804248;1,2;24000,,,
1294,1,1,,,,,,804249;1,2;45000,,,
1295,1,1,,,,,,804250;1,2;90000,,,
1296,1,1,,,,,,804296;1,2;6000,,,
1297,1,1,,,,,,804297;1,2;15000,,,
1298,1,1,,,,,,804298;1,2;24000,,,
1299,1,1,,,,,,804299;1,2;45000,,,
1300,1,1,,,,,,804300;1,2;90000,,,
1301,1,1,,,,,,804326;1,2;6000,,,
1302,1,1,,,,,,804327;1,2;15000,,,
1303,1,1,,,,,,804328;1,2;24000,,,
1304,1,1,,,,,,804329;1,2;45000,,,
1305,1,1,,,,,,804330;1,2;90000,,,
1306,1,1,,,,,,804356;1,2;6000,,,
1307,1,1,,,,,,804357;1,2;15000,,,
1308,1,1,,,,,,804358;1,2;24000,,,
1309,1,1,,,,,,804359;1,2;45000,,,
1310,1,1,,,,,,804360;1,2;90000,,,
1311,1,1,,,,,,804396;1,2;6000,,,
1312,1,1,,,,,,804397;1,2;15000,,,
1313,1,1,,,,,,804398;1,2;24000,,,
1314,1,1,,,,,,804399;1,2;45000,,,
1315,1,1,,,,,,804400;1,2;90000,,,
1316,1,1,,,,,,804426;1,2;6000,,,
1317,1,1,,,,,,804427;1,2;15000,,,
1318,1,1,,,,,,804428;1,2;24000,,,
1319,1,1,,,,,,804429;1,2;45000,,,
1320,1,1,,,,,,804430;1,2;90000,,,
1321,1,1,,,,,,804456;1,2;6000,,,
1322,1,1,,,,,,804457;1,2;15000,,,
1323,1,1,,,,,,804458;1,2;24000,,,
1324,1,1,,,,,,804459;1,2;45000,,,
1325,1,1,,,,,,804460;1,2;90000,,,
1326,1,1,,,,,,804496;1,2;6000,,,
1327,1,1,,,,,,804497;1,2;15000,,,
1328,1,1,,,,,,804498;1,2;24000,,,
1329,1,1,,,,,,804499;1,2;45000,,,
1330,1,1,,,,,,804500;1,2;90000,,,
1331,1,1,,,,,,805046;1,2;6000,,,
1332,1,1,,,,,,805047;1,2;15000,,,
1333,1,1,,,,,,805048;1,2;24000,,,
1334,1,1,,,,,,805049;1,2;45000,,,
1335,1,1,,,,,,805050;1,2;90000,,,
1336,1,1,,,,,,805096;1,2;6000,,,
1337,1,1,,,,,,805097;1,2;15000,,,
1338,1,1,,,,,,805098;1,2;24000,,,
1339,1,1,,,,,,805099;1,2;45000,,,
1340,1,1,,,,,,805100;1,2;90000,,,
1341,1,1,,,,,,805146;1,2;6000,,,
1342,1,1,,,,,,805147;1,2;15000,,,
1343,1,1,,,,,,805148;1,2;24000,,,
1344,1,1,,,,,,805149;1,2;45000,,,
1345,1,1,,,,,,805150;1,2;90000,,,
1346,1,1,,,,,,805196;1,2;6000,,,
1347,1,1,,,,,,805197;1,2;15000,,,
1348,1,1,,,,,,805198;1,2;24000,,,
1349,1,1,,,,,,805199;1,2;45000,,,
1350,1,1,,,,,,805200;1,2;90000,,,
1351,1,1,,,,,,805246;1,2;6000,,,
1352,1,1,,,,,,805247;1,2;15000,,,
1353,1,1,,,,,,805248;1,2;24000,,,
1354,1,1,,,,,,805249;1,2;45000,,,
1355,1,1,,,,,,805250;1,2;90000,,,
1356,1,1,,,,,,805296;1,2;6000,,,
1357,1,1,,,,,,805297;1,2;15000,,,
1358,1,1,,,,,,805298;1,2;24000,,,
1359,1,1,,,,,,805299;1,2;45000,,,
1360,1,1,,,,,,805300;1,2;90000,,,
1361,1,1,,,,,,805326;1,2;6000,,,
1362,1,1,,,,,,805327;1,2;15000,,,
1363,1,1,,,,,,805328;1,2;24000,,,
1364,1,1,,,,,,805329;1,2;45000,,,
1365,1,1,,,,,,805330;1,2;90000,,,
1366,1,1,,,,,,805356;1,2;6000,,,
1367,1,1,,,,,,805357;1,2;15000,,,
1368,1,1,,,,,,805358;1,2;24000,,,
1369,1,1,,,,,,805359;1,2;45000,,,
1370,1,1,,,,,,805360;1,2;90000,,,
1371,1,1,,,,,,805396;1,2;6000,,,
1372,1,1,,,,,,805397;1,2;15000,,,
1373,1,1,,,,,,805398;1,2;24000,,,
1374,1,1,,,,,,805399;1,2;45000,,,
1375,1,1,,,,,,805400;1,2;90000,,,
1376,1,1,,,,,,805426;1,2;6000,,,
1377,1,1,,,,,,805427;1,2;15000,,,
1378,1,1,,,,,,805428;1,2;24000,,,
1379,1,1,,,,,,805429;1,2;45000,,,
1380,1,1,,,,,,805430;1,2;90000,,,
1381,1,1,,,,,,805456;1,2;6000,,,
1382,1,1,,,,,,805457;1,2;15000,,,
1383,1,1,,,,,,805458;1,2;24000,,,
1384,1,1,,,,,,805459;1,2;45000,,,
1385,1,1,,,,,,805460;1,2;90000,,,
1386,1,1,,,,,,805496;1,2;6000,,,
1387,1,1,,,,,,805497;1,2;15000,,,
1388,1,1,,,,,,805498;1,2;24000,,,
1389,1,1,,,,,,805499;1,2;45000,,,
1390,1,1,,,,,,805500;1,2;90000,,,
1391,1,1,,,,,,806046;1,2;6000,,,
1392,1,1,,,,,,806047;1,2;15000,,,
1393,1,1,,,,,,806048;1,2;24000,,,
1394,1,1,,,,,,806049;1,2;45000,,,
1395,1,1,,,,,,806050;1,2;90000,,,
1396,1,1,,,,,,806096;1,2;6000,,,
1397,1,1,,,,,,806097;1,2;15000,,,
1398,1,1,,,,,,806098;1,2;24000,,,
1399,1,1,,,,,,806099;1,2;45000,,,
1400,1,1,,,,,,806100;1,2;90000,,,
1401,1,1,,,,,,806146;1,2;6000,,,
1402,1,1,,,,,,806147;1,2;15000,,,
1403,1,1,,,,,,806148;1,2;24000,,,
1404,1,1,,,,,,806149;1,2;45000,,,
1405,1,1,,,,,,806150;1,2;90000,,,
1406,1,1,,,,,,806196;1,2;6000,,,
1407,1,1,,,,,,806197;1,2;15000,,,
1408,1,1,,,,,,806198;1,2;24000,,,
1409,1,1,,,,,,806199;1,2;45000,,,
1410,1,1,,,,,,806200;1,2;90000,,,
1411,1,1,,,,,,806246;1,2;6000,,,
1412,1,1,,,,,,806247;1,2;15000,,,
1413,1,1,,,,,,806248;1,2;24000,,,
1414,1,1,,,,,,806249;1,2;45000,,,
1415,1,1,,,,,,806250;1,2;90000,,,
1416,1,1,,,,,,806296;1,2;6000,,,
1417,1,1,,,,,,806297;1,2;15000,,,
1418,1,1,,,,,,806298;1,2;24000,,,
1419,1,1,,,,,,806299;1,2;45000,,,
1420,1,1,,,,,,806300;1,2;90000,,,
1421,1,1,,,,,,806326;1,2;6000,,,
1422,1,1,,,,,,806327;1,2;15000,,,
1423,1,1,,,,,,806328;1,2;24000,,,
1424,1,1,,,,,,806329;1,2;45000,,,
1425,1,1,,,,,,806330;1,2;90000,,,
1426,1,1,,,,,,806356;1,2;6000,,,
1427,1,1,,,,,,806357;1,2;15000,,,
1428,1,1,,,,,,806358;1,2;24000,,,
1429,1,1,,,,,,806359;1,2;45000,,,
1430,1,1,,,,,,806360;1,2;90000,,,
1431,1,1,,,,,,806396;1,2;6000,,,
1432,1,1,,,,,,806397;1,2;15000,,,
1433,1,1,,,,,,806398;1,2;24000,,,
1434,1,1,,,,,,806399;1,2;45000,,,
1435,1,1,,,,,,806400;1,2;90000,,,
1436,1,1,,,,,,806426;1,2;6000,,,
1437,1,1,,,,,,806427;1,2;15000,,,
1438,1,1,,,,,,806428;1,2;24000,,,
1439,1,1,,,,,,806429;1,2;45000,,,
1440,1,1,,,,,,806430;1,2;90000,,,
1441,1,1,,,,,,806456;1,2;6000,,,
1442,1,1,,,,,,806457;1,2;15000,,,
1443,1,1,,,,,,806458;1,2;24000,,,
1444,1,1,,,,,,806459;1,2;45000,,,
1445,1,1,,,,,,806460;1,2;90000,,,
1446,1,1,,,,,,806496;1,2;6000,,,
1447,1,1,,,,,,806497;1,2;15000,,,
1448,1,1,,,,,,806498;1,2;24000,,,
1449,1,1,,,,,,806499;1,2;45000,,,
1450,1,1,,,,,,806500;1,2;90000,,,
1451,1,1,,,,,,807046;1,2;6000,,,
1452,1,1,,,,,,807047;1,2;15000,,,
1453,1,1,,,,,,807048;1,2;24000,,,
1454,1,1,,,,,,807049;1,2;45000,,,
1455,1,1,,,,,,807050;1,2;90000,,,
1456,1,1,,,,,,807096;1,2;6000,,,
1457,1,1,,,,,,807097;1,2;15000,,,
1458,1,1,,,,,,807098;1,2;24000,,,
1459,1,1,,,,,,807099;1,2;45000,,,
1460,1,1,,,,,,807100;1,2;90000,,,
1461,1,1,,,,,,807146;1,2;6000,,,
1462,1,1,,,,,,807147;1,2;15000,,,
1463,1,1,,,,,,807148;1,2;24000,,,
1464,1,1,,,,,,807149;1,2;45000,,,
1465,1,1,,,,,,807150;1,2;90000,,,
1466,1,1,,,,,,807196;1,2;6000,,,
1467,1,1,,,,,,807197;1,2;15000,,,
1468,1,1,,,,,,807198;1,2;24000,,,
1469,1,1,,,,,,807199;1,2;45000,,,
1470,1,1,,,,,,807200;1,2;90000,,,
1471,1,1,,,,,,807246;1,2;6000,,,
1472,1,1,,,,,,807247;1,2;15000,,,
1473,1,1,,,,,,807248;1,2;24000,,,
1474,1,1,,,,,,807249;1,2;45000,,,
1475,1,1,,,,,,807250;1,2;90000,,,
1476,1,1,,,,,,807296;1,2;6000,,,
1477,1,1,,,,,,807297;1,2;15000,,,
1478,1,1,,,,,,807298;1,2;24000,,,
1479,1,1,,,,,,807299;1,2;45000,,,
1480,1,1,,,,,,807300;1,2;90000,,,
1481,1,1,,,,,,807326;1,2;6000,,,
1482,1,1,,,,,,807327;1,2;15000,,,
1483,1,1,,,,,,807328;1,2;24000,,,
1484,1,1,,,,,,807329;1,2;45000,,,
1485,1,1,,,,,,807330;1,2;90000,,,
1486,1,1,,,,,,807356;1,2;6000,,,
1487,1,1,,,,,,807357;1,2;15000,,,
1488,1,1,,,,,,807358;1,2;24000,,,
1489,1,1,,,,,,807359;1,2;45000,,,
1490,1,1,,,,,,807360;1,2;90000,,,
1491,1,1,,,,,,807396;1,2;6000,,,
1492,1,1,,,,,,807397;1,2;15000,,,
1493,1,1,,,,,,807398;1,2;24000,,,
1494,1,1,,,,,,807399;1,2;45000,,,
1495,1,1,,,,,,807400;1,2;90000,,,
1496,1,1,,,,,,807426;1,2;6000,,,
1497,1,1,,,,,,807427;1,2;15000,,,
1498,1,1,,,,,,807428;1,2;24000,,,
1499,1,1,,,,,,807429;1,2;45000,,,
1500,1,1,,,,,,807430;1,2;90000,,,
1501,1,1,,,,,,807456;1,2;6000,,,
1502,1,1,,,,,,807457;1,2;15000,,,
1503,1,1,,,,,,807458;1,2;24000,,,
1504,1,1,,,,,,807459;1,2;45000,,,
1505,1,1,,,,,,807460;1,2;90000,,,
1506,1,1,,,,,,807496;1,2;6000,,,
1507,1,1,,,,,,807497;1,2;15000,,,
1508,1,1,,,,,,807498;1,2;24000,,,
1509,1,1,,,,,,807499;1,2;45000,,,
1510,1,1,,,,,,807500;1,2;90000,,,
1511,1,1,,,,,,808046;1,2;6000,,,
1512,1,1,,,,,,808047;1,2;15000,,,
1513,1,1,,,,,,808048;1,2;24000,,,
1514,1,1,,,,,,808049;1,2;45000,,,
1515,1,1,,,,,,808050;1,2;90000,,,
1516,1,1,,,,,,808096;1,2;6000,,,
1517,1,1,,,,,,808097;1,2;15000,,,
1518,1,1,,,,,,808098;1,2;24000,,,
1519,1,1,,,,,,808099;1,2;45000,,,
1520,1,1,,,,,,808100;1,2;90000,,,
1521,1,1,,,,,,808146;1,2;6000,,,
1522,1,1,,,,,,808147;1,2;15000,,,
1523,1,1,,,,,,808148;1,2;24000,,,
1524,1,1,,,,,,808149;1,2;45000,,,
1525,1,1,,,,,,808150;1,2;90000,,,
1526,1,1,,,,,,808196;1,2;6000,,,
1527,1,1,,,,,,808197;1,2;15000,,,
1528,1,1,,,,,,808198;1,2;24000,,,
1529,1,1,,,,,,808199;1,2;45000,,,
1530,1,1,,,,,,808200;1,2;90000,,,
1531,1,1,,,,,,808246;1,2;6000,,,
1532,1,1,,,,,,808247;1,2;15000,,,
1533,1,1,,,,,,808248;1,2;24000,,,
1534,1,1,,,,,,808249;1,2;45000,,,
1535,1,1,,,,,,808250;1,2;90000,,,
1536,1,1,,,,,,808296;1,2;6000,,,
1537,1,1,,,,,,808297;1,2;15000,,,
1538,1,1,,,,,,808298;1,2;24000,,,
1539,1,1,,,,,,808299;1,2;45000,,,
1540,1,1,,,,,,808300;1,2;90000,,,
1541,1,1,,,,,,808326;1,2;6000,,,
1542,1,1,,,,,,808327;1,2;15000,,,
1543,1,1,,,,,,808328;1,2;24000,,,
1544,1,1,,,,,,808329;1,2;45000,,,
1545,1,1,,,,,,808330;1,2;90000,,,
1546,1,1,,,,,,808356;1,2;6000,,,
1547,1,1,,,,,,808357;1,2;15000,,,
1548,1,1,,,,,,808358;1,2;24000,,,
1549,1,1,,,,,,808359;1,2;45000,,,
1550,1,1,,,,,,808360;1,2;90000,,,
1551,1,1,,,,,,808396;1,2;6000,,,
1552,1,1,,,,,,808397;1,2;15000,,,
1553,1,1,,,,,,808398;1,2;24000,,,
1554,1,1,,,,,,808399;1,2;45000,,,
1555,1,1,,,,,,808400;1,2;90000,,,
1556,1,1,,,,,,808426;1,2;6000,,,
1557,1,1,,,,,,808427;1,2;15000,,,
1558,1,1,,,,,,808428;1,2;24000,,,
1559,1,1,,,,,,808429;1,2;45000,,,
1560,1,1,,,,,,808430;1,2;90000,,,
1561,1,1,,,,,,808456;1,2;6000,,,
1562,1,1,,,,,,808457;1,2;15000,,,
1563,1,1,,,,,,808458;1,2;24000,,,
1564,1,1,,,,,,808459;1,2;45000,,,
1565,1,1,,,,,,808460;1,2;90000,,,
1566,1,1,,,,,,808496;1,2;6000,,,
1567,1,1,,,,,,808497;1,2;15000,,,
1568,1,1,,,,,,808498;1,2;24000,,,
1569,1,1,,,,,,808499;1,2;45000,,,
1570,1,1,,,,,,808500;1,2;90000,,,
1571,1,1,,,,,,809046;1,2;6000,,,
1572,1,1,,,,,,809047;1,2;15000,,,
1573,1,1,,,,,,809048;1,2;24000,,,
1574,1,1,,,,,,809049;1,2;45000,,,
1575,1,1,,,,,,809050;1,2;90000,,,
1576,1,1,,,,,,809096;1,2;6000,,,
1577,1,1,,,,,,809097;1,2;15000,,,
1578,1,1,,,,,,809098;1,2;24000,,,
1579,1,1,,,,,,809099;1,2;45000,,,
1580,1,1,,,,,,809100;1,2;90000,,,
1581,1,1,,,,,,809146;1,2;6000,,,
1582,1,1,,,,,,809147;1,2;15000,,,
1583,1,1,,,,,,809148;1,2;24000,,,
1584,1,1,,,,,,809149;1,2;45000,,,
1585,1,1,,,,,,809150;1,2;90000,,,
1586,1,1,,,,,,809196;1,2;6000,,,
1587,1,1,,,,,,809197;1,2;15000,,,
1588,1,1,,,,,,809198;1,2;24000,,,
1589,1,1,,,,,,809199;1,2;45000,,,
1590,1,1,,,,,,809200;1,2;90000,,,
1591,1,1,,,,,,809246;1,2;6000,,,
1592,1,1,,,,,,809247;1,2;15000,,,
1593,1,1,,,,,,809248;1,2;24000,,,
1594,1,1,,,,,,809249;1,2;45000,,,
1595,1,1,,,,,,809250;1,2;90000,,,
1596,1,1,,,,,,809296;1,2;6000,,,
1597,1,1,,,,,,809297;1,2;15000,,,
1598,1,1,,,,,,809298;1,2;24000,,,
1599,1,1,,,,,,809299;1,2;45000,,,
1600,1,1,,,,,,809300;1,2;90000,,,
1601,1,1,,,,,,809326;1,2;6000,,,
1602,1,1,,,,,,809327;1,2;15000,,,
1603,1,1,,,,,,809328;1,2;24000,,,
1604,1,1,,,,,,809329;1,2;45000,,,
1605,1,1,,,,,,809330;1,2;90000,,,
1606,1,1,,,,,,809356;1,2;6000,,,
1607,1,1,,,,,,809357;1,2;15000,,,
1608,1,1,,,,,,809358;1,2;24000,,,
1609,1,1,,,,,,809359;1,2;45000,,,
1610,1,1,,,,,,809360;1,2;90000,,,
1611,1,1,,,,,,809396;1,2;6000,,,
1612,1,1,,,,,,809397;1,2;15000,,,
1613,1,1,,,,,,809398;1,2;24000,,,
1614,1,1,,,,,,809399;1,2;45000,,,
1615,1,1,,,,,,809400;1,2;90000,,,
1616,1,1,,,,,,809426;1,2;6000,,,
1617,1,1,,,,,,809427;1,2;15000,,,
1618,1,1,,,,,,809428;1,2;24000,,,
1619,1,1,,,,,,809429;1,2;45000,,,
1620,1,1,,,,,,809430;1,2;90000,,,
1621,1,1,,,,,,809456;1,2;6000,,,
1622,1,1,,,,,,809457;1,2;15000,,,
1623,1,1,,,,,,809458;1,2;24000,,,
1624,1,1,,,,,,809459;1,2;45000,,,
1625,1,1,,,,,,809460;1,2;90000,,,
1626,1,1,,,,,,809496;1,2;6000,,,
1627,1,1,,,,,,809497;1,2;15000,,,
1628,1,1,,,,,,809498;1,2;24000,,,
1629,1,1,,,,,,809499;1,2;45000,,,
1630,1,1,,,,,,809500;1,2;90000,,,
1631,1,1,,,,,,810046;1,2;6000,,,
1632,1,1,,,,,,810047;1,2;15000,,,
1633,1,1,,,,,,810048;1,2;24000,,,
1634,1,1,,,,,,810049;1,2;45000,,,
1635,1,1,,,,,,810050;1,2;90000,,,
1636,1,1,,,,,,810096;1,2;6000,,,
1637,1,1,,,,,,810097;1,2;15000,,,
1638,1,1,,,,,,810098;1,2;24000,,,
1639,1,1,,,,,,810099;1,2;45000,,,
1640,1,1,,,,,,810100;1,2;90000,,,
1641,1,1,,,,,,810146;1,2;6000,,,
1642,1,1,,,,,,810147;1,2;15000,,,
1643,1,1,,,,,,810148;1,2;24000,,,
1644,1,1,,,,,,810149;1,2;45000,,,
1645,1,1,,,,,,810150;1,2;90000,,,
1646,1,1,,,,,,810196;1,2;6000,,,
1647,1,1,,,,,,810197;1,2;15000,,,
1648,1,1,,,,,,810198;1,2;24000,,,
1649,1,1,,,,,,810199;1,2;45000,,,
1650,1,1,,,,,,810200;1,2;90000,,,
1651,1,1,,,,,,810246;1,2;6000,,,
1652,1,1,,,,,,810247;1,2;15000,,,
1653,1,1,,,,,,810248;1,2;24000,,,
1654,1,1,,,,,,810249;1,2;45000,,,
1655,1,1,,,,,,810250;1,2;90000,,,
1656,1,1,,,,,,810296;1,2;6000,,,
1657,1,1,,,,,,810297;1,2;15000,,,
